SFTYPE,OFFENSE,RACE,lat,lon,beatnumdot,Year,Month,BEAT_NO
NA,NA,W,38.03323094072153,-78.46383459855677,09,2019,05,10
NA,NA,W,38.016884028513516,-78.47713218885734,10,2019,11,10
NA,NA,W,38.01624778839634,-78.48318303811521,10,2019,11,10
NA,NA,W,38.013056669980934,-78.4705367013459,10,2019,11,10
NA,NA,W,38.021821043541536,-78.46830489038368,10,2019,10,10
NA,NA,W,38.014542548476015,-78.4743638397938,10,2019,10,10
NA,NA,W,38.02010280303879,-78.46791822532822,10,2019,10,10
NA,NA,W,38.02057719578077,-78.46822238566179,10,2019,09,10
NA,NA,W,38.02434876570286,-78.47565010066323,10,2019,09,10
NA,NA,W,38.022552860028505,-78.48006641855365,10,2019,09,10
NA,NA,B,38.020069160726145,-78.48203978361443,10,2019,02,11
NA,NA,B,38.020505811774214,-78.47432479138415,10,2019,02,11
NA,NA,B,38.014724504939124,-78.47900477468069,10,2019,02,11
NA,NA,B,38.0173385315906,-78.47204955075674,10,2019,07,11
NA,NA,B,38.02154631578558,-78.47566367647119,10,2019,07,11
NA,NA,B,38.024689891933676,-78.47643438521163,10,2019,06,11
NA,NA,B,38.02572308761795,-78.4743577250969,10,2019,06,11
NA,NA,B,38.02665834936754,-78.4727949847031,10,2019,03,11
NA,NA,B,38.022487940010954,-78.47681416800025,10,2019,05,11
NA,NA,B,38.02002089058929,-78.47269882363942,10,2019,05,11
NA,NA,B,38.025849916261926,-78.47983609341087,10,2019,10,11
NA,NA,W,38.02095962142892,-78.46701185192977,10,2019,07,11
NA,NA,W,38.01522975714071,-78.48089905448848,10,2019,07,11
NA,NA,W,38.020070372894246,-78.46424680719963,10,2019,03,11
NA,NA,W,38.01964560526592,-78.48231629695023,10,2019,05,11
NA,NA,B,38.01796862464913,-78.48307213605382,10,2019,04,12
NA,NA,B,38.01686935589921,-78.47569283740624,10,2019,04,12
NA,NA,B,38.02241595624845,-78.48164813055712,10,2019,04,12
NA,NA,B,38.02708138142674,-78.47880547838726,10,2019,08,12
NA,NA,B,38.022584915186826,-78.47561552353733,10,2019,08,12
NA,NA,B,38.024785988854234,-78.47359961701356,10,2019,12,12
NA,NA,B,38.02535425296344,-78.47241537984429,10,2019,12,12
NA,NA,B,38.021447936208546,-78.47581899138456,10,2019,02,12
NA,NA,B,38.01879429456808,-78.4740698989248,10,2019,02,12
NA,NA,B,38.02456270535766,-78.4783087566839,10,2019,02,12
NA,NA,B,38.0217780330594,-78.48255785687655,10,2019,02,12
NA,NA,B,38.02434809629345,-78.46995792615417,10,2019,07,12
NA,NA,B,38.01547738405895,-78.47232046810673,10,2019,06,12
NA,NA,B,38.02290701456068,-78.48188028240595,10,2019,06,12
NA,NA,B,38.013714574844975,-78.47011951812787,10,2019,06,12
NA,NA,B,38.02705527109021,-78.47513351488308,10,2019,03,12
NA,NA,B,38.01308087273183,-78.47029899646844,10,2019,03,12
NA,NA,B,38.016596262659085,-78.48183876877198,10,2019,05,12
NA,NA,B,38.017821634294165,-78.47161888727896,10,2019,05,12
NA,NA,B,38.01364010088168,-78.47412620171991,10,2019,05,12
NA,NA,B,38.02127820784896,-78.47027540268739,10,2019,11,12
NA,NA,B,38.02072586284859,-78.48196743387193,10,2019,11,12
NA,NA,B,38.021307331714866,-78.46339596830585,10,2019,09,12
NA,NA,W,38.015157353204614,-78.47981029823224,10,2019,08,12
NA,NA,W,38.01304159604943,-78.47165156610154,10,2019,08,12
NA,NA,W,38.01684782757949,-78.4815248680107,10,2019,12,12
NA,NA,W,38.01551233313323,-78.48269025041989,10,2019,02,12
NA,NA,W,38.01769905416444,-78.47979024605725,10,2019,11,12
NA,NA,W,38.01790910835929,-78.47560190657926,10,2019,10,12
NA,NA,W,38.01657930026941,-78.47564315731036,10,2019,10,12
NA,NA,B,38.01563825646697,-78.47260826332035,10,2019,04,13
NA,NA,B,38.015460444472495,-78.47844041079766,10,2019,04,13
NA,NA,B,38.023354564642595,-78.47946873370984,10,2019,04,13
NA,NA,B,38.01531207992303,-78.47624110976356,10,2019,08,13
NA,NA,B,38.020369800524925,-78.47881864645346,10,2019,08,13
NA,NA,B,38.01738335439808,-78.47736987565246,10,2019,08,13
NA,NA,B,38.021083342350906,-78.48128564260101,10,2019,12,13
NA,NA,B,38.015037565419824,-78.47237226585895,10,2019,12,13
NA,NA,B,38.021668564931836,-78.47621915087743,10,2019,02,13
NA,NA,B,38.01666608190284,-78.46840296817585,10,2019,07,13
NA,NA,B,38.02235452427906,-78.48116603495421,10,2019,07,13
NA,NA,B,38.023046559176215,-78.47596859457235,10,2019,09,13
NA,NA,W,38.01654623667936,-78.4755619054067,10,2019,04,13
NA,NA,W,38.01984716722722,-78.46821082325778,10,2019,04,13
NA,NA,W,38.01761650618999,-78.47779036479018,10,2019,02,13
NA,NA,W,38.02138558872586,-78.4764056382472,10,2019,06,13
NA,NA,W,38.02324906343925,-78.4797901519326,10,2019,09,13
NA,NA,B,38.02081300997,-78.465487470533,10,2019,09,14
NA,NA,W,38.02382420811355,-78.46979270425446,10,2019,05,14
NA,NA,W,38.02554925635484,-78.47515400104595,10,2019,05,14
NA,NA,W,38.02025228442128,-78.46606328429348,10,2019,09,14
NA,NA,W,38.0152916814719,-78.47123939439473,10,2019,09,14
NA,NA,W,38.020516412432826,-78.46384791978689,10,2019,09,14
NA,NA,B,38.01325013579721,-78.48232128089633,10,2019,04,15
NA,NA,B,38.021966442979206,-78.4763113218383,10,2019,08,15
NA,NA,B,38.01217297231477,-78.4818777143935,10,2019,08,15
NA,NA,B,38.02653492731192,-78.47975708642585,11,2019,12,15
NA,NA,B,38.02784927838591,-78.48109567820653,11,2019,02,15
NA,NA,B,38.02859518455906,-78.48530899056553,11,2019,02,15
NA,NA,B,38.02746261344519,-78.47956908595438,11,2019,07,15
NA,NA,B,38.02871388607218,-78.48332344715925,11,2019,07,15
NA,NA,B,38.028642790931066,-78.48332435463114,11,2019,07,15
NA,NA,B,38.02836756229479,-78.48264133324727,11,2019,03,15
NA,NA,B,38.02862949656933,-78.48539688136707,11,2019,03,15
NA,NA,B,38.0280660252205,-78.48194972428502,11,2019,03,15
NA,NA,B,38.026915455813736,-78.4822310438894,11,2019,03,15
NA,NA,B,38.026105287695756,-78.48018798672473,11,2019,03,15
NA,NA,B,38.02791850244858,-78.47911292429778,11,2019,03,15
NA,NA,B,38.02913935754934,-78.48577824613739,11,2019,05,15
NA,NA,B,38.0280054550707,-78.48205115147233,11,2019,11,15
NA,NA,B,38.02640417610156,-78.48089724317785,11,2019,10,15
NA,NA,B,38.02720370421151,-78.48016032062492,11,2019,10,15
NA,NA,B,38.02790800595243,-78.47988650503231,11,2019,09,15
NA,NA,B,38.02762567993835,-78.48095447740556,11,2019,09,15
NA,NA,B,38.02570834521723,-78.48147989459822,11,2019,09,15
NA,NA,W,38.027299809339645,-78.48103876925056,11,2019,04,15
NA,NA,W,38.027275664375004,-78.48217714463543,11,2019,08,15
NA,NA,W,38.02867548669342,-78.48084764395458,11,2019,08,15
NA,NA,W,38.028610726593875,-78.48045940899996,11,2019,08,15
NA,NA,W,38.026364661890284,-78.48047319975088,11,2019,12,15
NA,NA,W,38.02875303873704,-78.47973188483378,11,2019,02,15
NA,NA,W,38.022255059221266,-78.49209135252147,12,2019,02,15
NA,NA,W,38.02230065891247,-78.48831936817923,12,2019,02,15
NA,NA,W,38.02668131243997,-78.4834956550103,12,2019,07,15
NA,NA,W,38.02081312243439,-78.49022462392325,12,2019,07,15
NA,NA,W,38.019470787095905,-78.48929537571021,12,2019,07,15
NA,NA,W,38.016792682118655,-78.49255113496453,12,2019,07,15
NA,NA,W,38.01848893430935,-78.48908764185848,12,2019,06,15
NA,NA,W,38.02098690515696,-78.48431913904243,12,2019,06,15
NA,NA,W,38.0192987942086,-78.48644220382766,12,2019,06,15
NA,NA,W,38.020108135737,-78.49141434662207,12,2019,06,15
NA,NA,W,38.024495218739276,-78.48446365905743,12,2019,06,15
NA,NA,W,38.02152127016962,-78.48536049911976,12,2019,03,15
NA,NA,W,38.02167980233321,-78.49374997790189,12,2019,03,15
NA,NA,W,38.023188233899745,-78.48735725537632,12,2019,03,15
NA,NA,W,38.021759535896294,-78.48726661436893,12,2019,11,15
NA,NA,W,38.02369953268365,-78.4914873811996,12,2019,11,15
NA,NA,W,38.020732066296105,-78.49370880201378,12,2019,10,15
NA,NA,W,38.021795398751195,-78.4848369136065,12,2019,10,15
NA,NA,W,38.02317965565144,-78.48889356036342,12,2019,10,15
NA,NA,W,38.01649740552893,-78.48739331357633,12,2019,10,15
NA,NA,W,38.0216256209873,-78.49218027059365,12,2019,10,15
NA,NA,W,38.02149621355814,-78.49107038075417,12,2019,09,15
NA,NA,W,38.01791532349721,-78.4941405601431,12,2019,09,15
NA,NA,B,38.01699689390236,-78.48751459660625,12,2019,04,16
NA,NA,B,38.02406875071005,-78.483037457928,12,2019,04,16
NA,NA,B,38.02434282671979,-78.49090722024717,12,2019,12,16
NA,NA,B,38.02810018053127,-78.48548813763438,12,2019,07,16
NA,NA,B,38.01807961625962,-78.49224959171418,12,2019,07,16
NA,NA,B,38.018762311392216,-78.48854510774754,12,2019,05,16
NA,NA,B,38.018910911345735,-78.48612065537621,12,2019,10,16
NA,NA,B,38.02687644799433,-78.48467963224027,12,2019,10,16
NA,NA,B,38.01913738771116,-78.48690202650972,12,2019,10,16
NA,NA,B,38.02759929931644,-78.48386760289154,12,2019,10,16
NA,NA,B,38.02453027894742,-78.48429991720418,12,2019,09,16
NA,NA,W,38.021942839808055,-78.48480554930973,12,2019,02,16
NA,NA,W,38.02650231217422,-78.48740863963287,12,2019,11,16
NA,NA,W,38.02090786908409,-78.49297662493245,12,2019,11,16
NA,NA,W,38.02586118487077,-78.49864961067469,13,2019,10,16
NA,NA,W,38.02974728677334,-78.49195498219642,13,2019,10,16
NA,NA,B,38.03027989999463,-78.4941724759495,13,2019,04,17
NA,NA,B,38.03035662060052,-78.49441878775377,13,2019,05,17
NA,NA,B,38.02828586356719,-78.50359440116023,13,2019,05,17
NA,NA,B,38.02753493771784,-78.49602137434702,13,2019,10,18
NA,NA,W,38.02868121565053,-78.4991531145315,13,2019,04,18
NA,NA,W,38.02583184716247,-78.4964060497965,13,2019,12,18
NA,NA,W,38.02754298498369,-78.50038632533327,13,2019,12,18
NA,NA,W,38.02702503200454,-78.49254471110842,13,2019,12,18
NA,NA,W,38.029638454816066,-78.50008018678814,13,2019,05,18
NA,NA,W,38.02576118461612,-78.49965932644838,13,2019,05,18
NA,NA,W,38.02714915517675,-78.48756762494607,13,2019,05,18
NA,NA,W,38.02801014181561,-78.4952572629938,13,2019,03,19
NA,NA,W,38.02831028297403,-78.49550793973135,13,2019,11,19
NA,NA,W,38.0269304367048,-78.49842295491727,13,2019,10,19
NA,NA,W,38.02726089910578,-78.49074046185781,13,2019,10,19
NA,NA,W,38.02591169944838,-78.49235343695273,13,2019,10,19
NA,NA,B,38.02478744155355,-78.50267918471845,13,2019,08,20
NA,NA,B,38.02672593526951,-78.49506580684742,13,2019,02,20
NA,NA,W,38.02762173000965,-78.50076970429458,13,2019,08,20
NA,NA,W,38.02742664732961,-78.49659565458106,13,2019,12,20
NA,NA,W,38.02773395060436,-78.50501256629548,13,2019,02,20
NA,NA,W,38.02756809555048,-78.4894580611159,13,2019,07,20
NA,NA,W,38.025910335509295,-78.51957070073637,14,2019,03,20
NA,NA,W,38.02423131050258,-78.52167918616793,14,2019,03,20
NA,NA,B,38.02779858756505,-78.51081614482283,14,2019,08,21
NA,NA,B,38.032067770973335,-78.50337958344262,14,2019,08,21
NA,NA,B,38.02965379657292,-78.50733521857039,14,2019,08,21
NA,NA,B,38.02839956143426,-78.51210270328448,14,2019,03,21
NA,NA,B,38.02813462358242,-78.51858213409736,14,2019,03,21
NA,NA,B,38.025804689033244,-78.51771624019543,14,2019,03,21
NA,NA,B,38.03662192431885,-78.50020510490555,15,2019,03,21
NA,NA,B,38.03564953076438,-78.50013283356026,15,2019,05,21
NA,NA,B,38.03445359222018,-78.49998932560587,15,2019,05,21
NA,NA,B,38.03433227405676,-78.49938715987294,15,2019,10,21
NA,NA,W,38.035423215859296,-78.50038140858322,15,2019,07,21
NA,NA,W,38.03616268164117,-78.5002496487915,15,2019,11,21
NA,NA,B,38.03494159274325,-78.50021839643351,15,2019,04,22
NA,NA,B,38.034602122729844,-78.49948432896174,15,2019,09,22
NA,NA,W,38.03489192578182,-78.5000381998156,15,2019,03,22
NA,NA,W,38.036653926862506,-78.50102041960525,15,2019,03,22
NA,NA,B,38.034441923697976,-78.49973774821679,15,2019,04,23
NA,NA,B,38.03554156157796,-78.4998571622279,15,2019,06,23
NA,NA,B,38.03518421319788,-78.49980200320108,15,2019,06,23
NA,NA,W,38.03463716654435,-78.50006541712835,15,2019,04,23
NA,NA,W,38.03723983519978,-78.50039086205666,15,2019,08,23
NA,NA,W,38.03752658066933,-78.50044000377304,15,2019,02,23
NA,NA,W,38.035423185594006,-78.4998605173859,15,2019,07,23
NA,NA,W,38.03645410745598,-78.50071422059985,15,2019,07,23
NA,NA,W,38.036420599359836,-78.5000357191926,15,2019,07,23
NA,NA,W,38.03441546903343,-78.49959156191684,15,2019,03,23
NA,NA,B,38.03510604120866,-78.50035479475928,15,2019,06,24
NA,NA,W,38.035023242606684,-78.49980788320312,15,2019,08,24
NA,NA,B,38.03742143823135,-78.50059241827198,15,2019,06,25
NA,NA,B,38.034700055665226,-78.49933598985763,15,2019,03,25
NA,NA,B,38.035719748319785,-78.5008186299521,15,2019,11,25
NA,NA,B,38.03626202380828,-78.50041271182252,15,2019,11,25
NA,NA,B,38.0367656013367,-78.50058973451321,15,2019,11,25
NA,NA,B,38.03623567461707,-78.50097176319589,15,2019,09,25
NA,NA,W,38.03666431254707,-78.50007797933044,15,2019,04,25
NA,NA,W,38.036715088862366,-78.5006092530845,15,2019,02,25
NA,NA,W,38.036624569597294,-78.5001686212592,15,2019,06,25
NA,NA,W,38.034468510040995,-78.49924432524905,15,2019,03,25
NA,NA,B,38.03477379901593,-78.50009034801215,15,2019,02,26
NA,NA,B,38.035599422856315,-78.50085957284846,15,2019,06,26
NA,NA,B,38.03608583674927,-78.50031616565937,15,2019,03,26
NA,NA,W,38.03641670017346,-78.50061730290321,15,2019,04,26
NA,NA,W,38.036350134334185,-78.50008321948904,15,2019,04,26
NA,NA,W,38.034302791406624,-78.49951519790108,15,2019,08,26
NA,NA,W,38.036759495216266,-78.50068444247569,15,2019,12,26
NA,NA,W,38.036760109256846,-78.50042681941481,15,2019,12,26
NA,NA,W,38.03475919517157,-78.5001803646042,15,2019,07,26
NA,NA,W,38.03679571135865,-78.50008029974288,15,2019,07,26
NA,NA,W,38.036121439235586,-78.50017944650692,15,2019,06,26
NA,NA,W,38.03495302299496,-78.5003542931738,15,2019,09,26
NA,NA,W,38.035147655224335,-78.49978785618383,15,2019,09,26
NA,NA,B,38.03673887279299,-78.50009499553111,15,2019,04,27
NA,NA,B,38.035053099417325,-78.50024362108786,15,2019,08,27
NA,NA,B,38.03771177066532,-78.50025547565795,15,2019,03,27
NA,NA,B,38.03590453790214,-78.5001465619671,15,2019,09,27
NA,NA,W,38.035269985828016,-78.50041024596773,15,2019,02,27
